ObjectId,Date,NSW,VIC,QLD,SA,WA,TAS,NT,ACT,Total_Cases,NSW_Deaths,VIC_Deaths,QLD_Deaths,SA_Deaths,WA_Deaths,TAS_Deaths,NT_Deaths,ACT_Deaths,Total_Deaths,NSW_Tests,VIC_Tests,QLD_Tests,SA_Tests,WA_Tests,TAS_Tests,NT_Tests,ACT_Tests,NSW_Tests_Negative,VIC_Tests_Negative,QLD_Tests_Negative,SA_Tests_Negative,WA_Tests_Negative,TAS_Tests_Negative,NT_Tests_Negative,ACT_Tests_Negative,Total_Tests,Total_Tests_Negative
601,2/6/2020 0:00,4,,5,,,,,,9,,,,,,,,,0,345,,,,,,,,345,,,,,,,,345,345
602,2/7/2020 0:00,4,,,,,,,,4,,,,,,,,,0,393,,,,,,,,393,,,,,,,,393,393
603,2/8/2020 0:00,4,,,,,,,,4,,,,,,,,,0,562,,,,,,,,562,,,,,,,,562,562
604,2/9/2020 0:00,4,,,,,,,,4,,,,,,,,,0,629,,,,,,,,629,,,,,,,,629,629
605,2/10/2020 0:00,4,,,,,,,,4,,,,,,,,,0,674,,,,,,,,674,,,,,,,,674,674
606,2/11/2020 0:00,4,,,,,,,,4,,,,,,,,,0,691,,,,,,,,691,,,,,,,,691,691
607,2/12/2020 0:00,4,,,,,,,,4,,,,,,,,,0,818,,,,,,,,818,,,,,,,,818,818
608,2/13/2020 0:00,4,,,,,,,,4,,,,,,,,,0,884,,,,,,,,884,,,,,,,,884,884
609,2/14/2020 0:00,4,,,,,,,,4,,,,,,,,,0,1053,,,,,,,,1053,,,,,,,,1053,1053
610,2/16/2020 0:00,4,,,,,,,,4,,,,,,,,,0,1188,,,,,,,,1188,,,,,,,,1188,1188
611,2/17/2020 0:00,4,,,,,,,,4,,,,,,,,,0,1222,,,,,,,,1222,,,,,,,,1222,1222
612,2/18/2020 0:00,4,,,,,,,,4,,,,,,,,,0,1401,,,,,,,,1401,,,,,,,,1401,1401
613,2/19/2020 0:00,4,,,,,,,,4,,,,,,,,,0,1551,,,,,,,,1551,,,,,,,,1551,1551
614,2/20/2020 0:00,4,,,2,,,,,6,,,,,,,,,0,1702,,,,,,,,1702,,,,,,,,1702,1702
615,2/21/2020 0:00,4,,,,1,,,,5,,,,,,,,,0,1819,,,,,,,,1819,,,,,,,,1819,1819
616,2/22/2020 0:00,4,,7,,,,,,11,,,,,,,,,0,1983,,,,,,,,1983,,,,,,,,1983,1983
617,2/23/2020 0:00,4,,,,,,,,4,,,,,,,,,0,2034,,,,,,,,2034,,,,,,,,2034,2034
618,2/24/2020 0:00,4,,,3,,,,,7,,,,,,,,,0,2074,,,,,,,,2074,,,,,,,,2074,2074
619,2/25/2020 0:00,4,,8,,,,,,12,,,,,,,,,0,2253,,,,,,,,2253,,,,,,,,2253,2253
620,2/26/2020 0:00,4,,,,,,,,4,,,,,,,,,0,2480,,,,,,,,2480,,,,,,,,2480,2480
621,2/29/2020 0:00,,,9,,,,,,9,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0
622,3/1/2020 0:00,5,9,,,,,,,14,,,,,1,,,,1,,,,,594,,,,,,,,594,,,,594,594
623,3/3/2020 0:00,9,,10,3,,,,,22,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0
624,3/4/2020 0:00,16,10,11,5,,,,,42,1,,,,,,,,1,,,,,,,,,,,,,,,,,0,0
625,3/5/2020 0:00,22,,13,7,3,,,,45,1,,,,,,,,1,,,,,976,,,,,,,,973,,,,976,973
626,3/6/2020 0:00,28,,14,7,,1,,,50,1,,,,,,,,1,,,,,,49,,,,,,,,,,,49,0
627,3/7/2020 0:00,36,11,,,,,,,47,1,,,,,,,,1,7214,,,,,,,,6690,,,,,,,,7214,6690
628,3/8/2020 0:00,38,12,15,,4,2,,,71,1,,,,,,,,1,7216,,,,1669,114,,,6690,,,,1665,,,,8999,8355
629,3/9/2020 0:00,47,15,,,6,2,,,70,2,,,,,,,,2,8371,,,,1802,126,,,7848,,,,1796,,,,10299,9644
630,3/10/2020 0:00,61,18,18,7,,,,,104,2,,,,,,,,2,10165,,,,,,,,9096,,,,,,,,10165,9096
631,3/11/2020 0:00,65,21,20,9,9,3,,,127,2,,,,,,,,2,10221,,,,,,,,9152,,,,,,,,10221,9152
632,3/12/2020 0:00,78,27,27,12,,3,,1,148,2,,,,,,,,2,14856,,,,,,,,11040,,,,,,,,14856,11040
633,3/13/2020 0:00,92,36,35,16,14,4,,1,198,3,,,,,,,,3,16685,,,,3802,,,,14665,,,,3788,,,,20487,18453
634,3/14/2020 0:00,112,49,46,19,,5,,1,232,4,,,,,,,,4,20496,,,,,283,,,18716,,,,,,,,20779,18716
635,3/15/2020 0:00,134,57,61,20,,6,0,,278,4,,,,,,,,4,22567,,,,,359,,,20511,,,,,,,,22926,20511
